education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,168,暂未购车,已购住房,65,天蝎座,汉族,鼠,A,"不限,","不限,",不限,不限,不限,不限,快乐单身,未婚,绵阳,寻找性格好，能够同时做到体贴关心我，孝敬父母长辈的人。
大专,160,已购车（经济型）,与父母同住,51,金牛座,汉族,虎,O,"24,48","不限,",不限,不限,不限,不限,candy,未婚,德阳,如果一个男生告诉你，知道你好好吃饭我很幸福，请你和他在一起；    如果一个男生看着你狼吞虎咽的吃相，微笑着帮你擦干净嘴角，请你和他在一起：    如果一个男生的家里总是为你准备好…
本科,167,暂未购车,已购住房,58,金牛座,汉族,蛇,B,"不限,","不限,",不限,不限,不限,不限,气质女人,离异,扬州,等待着你    等待着你慢慢的靠近我    陪着我长长的夜到尽头    别让我独自守候    等待着你    等待着你默默凝望著我    告诉我你的未来属于我    除…...
本科,161,暂未购车,暂未购房,52,射手座,汉族,狗,其它,"28,40","170,185",不限,大专或以上,未婚,湖北武汉,彭彭彭,未婚,武汉,"我是一个平凡的人,喜欢音乐,运动,旅游.为人真诚热情,读书认真,工作是又忙,错过了太多,凡事不强求.    　喜欢的一种生活场景是：吃过晚饭，一起下楼去小区的花园散散步，或者去就近…"
大专,156,暂未购车,暂未购房,46,摩羯座,汉族,牛,A,"40,60","170,180",不限,大专,不限,不限,不忘初心,未婚,中山,"非诚勿扰
我觉得结婚就是为了找一个适合自己的人一起开心幸福地活下去...如果你是骗子，我一眼就看出，，请绕道..."
双学士,163,暂未购车,暂未购房,52,摩羯座,其它民族,龙,A,"44,55","168,180",不限,大专或以上,不限,不限,lili,离异,南宁,"她是上帝降临人世的小女,集灵气慧气秀气朝气一身;德才貌性情兼具;溶慈母贤妻情人知己益友助手一体;一本耐人寻味可遇不可求的好书... 好书...好女人...极品女人... 世界上漂亮…"
高中中专及以下,165,暂未购车,独自租房,48,射手座,汉族,猪,B,"45,60","170,180",不限,大专或以上,未婚离异,广东深圳,一缕升起的太阳,离异,深圳,"谁，执我之手，消我半世孤独；谁，扶我之肩，驱我一世沉寂，(投资石油、股票，推销保险、房产.理财产品,看盘的请绕道，这些对本人不感兴趣,不要浪费时间......"
大专,160,暂未购车,住亲朋家,57,射手座,汉族,猪,O,"60,75","172,180",不限,不限,离异丧偶,广东,飞,离异,深圳,"我是一个性格开朗幽默,贤惠，善良且通情达理的人，我经常做可口的晚餐。    凡事想的开不钻牛角尖。生活中追求简单.平淡.开心顺其自然。不刻意去追求某一件事。处理生活琐事简单化。尊重…"
高中中专及以下,158,暂未购车,已购住房,60,金牛座,汉族,狗,A,"60,70","165,180",不限,高中中专及以下,离异丧偶,山东,宽容,离异,淄博,"我是一个性格开朗，朴实的人，喜欢运动和顺其自然，凡事不会强求，希望自        己能遇到互相欣赏的人  ,    把要思舞而酒散要舞    谢谢，  来信看不到了......"
大专,160,暂未购车,暂未购房,48,射手座,汉族,虎,O,"36,49","165,180",不限,不限,未婚离异,广东,老来伴♥♥,未婚,深圳,"爱是彼此牵挂，彼此付出，彼此迁让，彼此依赖，还有彼此关爱------            备注: 请允许我提点小建议, 如另有他想的朋友们请省省你的邮票吧！！我存款为0！真想领证…"
本科,155,暂未购车,独自租房,43,摩羯座,汉族,鼠,A,"23,或以上","170,",不限,本科或以上,未婚,福建,我不想输,未婚,福州,无需太多的言语    只为寻找不完美中的完美！    期待丰富我生命的那个你！...
本科,162,--,--,--,天秤座,--,兔,--,"不限,","不限,",不限,不限,不限,不限,囡οo囡﹋⊙,未婚,平顶山,爱...需要彼此的呵护...我需要浪漫的爱情
大专,160,暂未购车,已购住房,53,狮子座,汉族,鸡,B,"38,55","170,180",不限,大专或以上,不限,广西南宁广东珠海广东广州香港,guansongu,离异,梧州,"大家好，本小女人现在没有邮票了，希望有心给我发信的人给贴邮票！谢谢             曾经沧海,最渴望一份真诚的相守,经历过婚姻失败的我从来没有放弃过对幸福的追求，不是自己不…"
本科,168,已经购车,已购住房,53,双鱼座,汉族,牛,B,"60,65","174,185",不限,不限,不限,北京,百合,离异,朝阳,你好，感谢你来看我的独白，我是一个性格开朗，热爱生活的人，喜欢旅游，喜欢开车自驾游，生活中是一个非常有趣的女人。军医出身的我，养生是我的强项。如果你是一个脾气好会疼人并有责任心的先…
大专,161,暂未购车,与父母同住,49,射手座,汉族,鼠,O,"26,39","170,183",不限,不限,不限,不限,~妃妩~,未婚,龙岩,为什么到现在还是单身贵族。 没有魅力？NO！ 不够漂亮？NO！ 不够温柔？  ！     那只能是缘分还没到，我的缘分何时才会到来呢？ 期待ing……...
硕士,163,暂未购车,已购住房,58,白羊座,汉族,蛇,A,"43,48","170,180",不限,本科,未婚,江苏,Lily,未婚,常州,来信请附邮票，否则无法阅读。……说明个人专业、职业、个性、爱好、情商智商指数、思维模式和习惯。拒绝一切不看资料不带认证的尬聊，谢谢！ 本人爱好：正确使用头脑和身体的一切方式，普拉提…
大专,160,暂未购车,已购房,57,巨蟹座,汉族,鸡,A,"28,40","168,",不限,大专,未婚,湖北台湾香港国外,♂♡冰雪幽灵☆♀,未婚,鄂州,我，81年出生，有自己相对稳定的工作，扣除五险一金，月薪还有3000+，不追求奢侈品，没有名牌情节。一般我只会买能力范围内的东西。在这座小城，基本能养活自己。  到这个平台很多年，…
硕士,165,暂未购车,暂未购房,50,天蝎座,汉族,鼠,B,"不限,","不限,",不限,不限,不限,不限,iodoid qwo,未婚,海淀,真的不知道改如何开始这样的独白， 我是一个温柔的女孩，不会吵架，不会背叛，愿意孝敬父母，为自己的男朋友做自己的拿手饭菜，真诚的希望能…...
大专,162,暂未购车,与人合租,53,巨蟹座,汉族,羊,AB,"37,50","170,180",不限,大专,未婚离异,广东广州,贝贝,未婚,广州,"虽然说没有出众的外表,但自认自己是个不错的女孩,温柔&amp;nbsp;&amp;nbsp;贤惠&amp;nbsp;&amp;nbsp;体贴&amp;nbsp;&amp;nbsp;…"
本科,169,暂未购车,与父母同住,52,射手座,汉族,虎,--,"28,38","174,188",不限,本科或以上,不限,吉林长春,Vnita,未婚,长春,　　喜欢聪明、成熟、有责任心、性格有弹性、脾气好有耐心的大龄男性。身高174以上、体重140以上  看不到信，请发免费的。...
大专,160,暂未购车,暂未购房,45,狮子座,壮族,鼠,AB,"不限,","不限,",不限,不限,不限,不限,妮妮,未婚,广州,世界那么大，有一个你与我相识，那是多么的奇妙。qd希望我们能成为朋友尘世中的一粒沙，愿意倾听您心中的事...
大专,161,--,--,63,处女座,--,鼠,--,"58,63","170,180",不限,不限,不限,广东深圳,紫色丁香,丧偶,深圳,秋的心境，薄如春色，我梦里梦外等待一个真实的缘！    我喜欢诗词  音乐  戏曲  ，退休闲置在家，女儿已嫁，我希望我的另一伴能合眼缘，在经历了大半个人生后是智慧的  看看谁会是…
本科,165,暂未购车,已购住房,48,天蝎座,汉族,猴,O,"37,47","170,185",不限,本科,未婚离异,北京,飞儿,未婚,朝阳,世界上最幸福的事：大概就是你想的人也在想你，你爱的人也刚好爱你。愿我有人惦记，有人爱，有人理解，也有所期待；愿我三冬暖 ，春不寒，不再孤单，天黑有灯 ，下雨有伞 ，愿我路上有良人相…
大专,163,--,--,48,天蝎座,汉族,鼠,O,"25,32","170,190",不限,本科或以上,未婚,上海,黄蓉,未婚,吴忠,希望能在这里找到我生命中的另一半。...
本科,160,暂未购车,暂未购房,55,射手座,汉族,鼠,B,"37,46","170,180",不限,不限,不限,上海,螃蟹,离异,上海,经历过酸甜苦辣，经历过挫折，只有不断努力才能让自己更佳自信！失落时候负能量，学会让自己慢慢解压，调节一下，又是元气满满的一天。希望未来的你和我一样能屈能伸，专一，有责任心。希望未来…
大专,176,暂未购车,暂未购房,70,天秤座,汉族,牛,B,"38,55","185,",不限,不限,不限,不限,缘来是你,离异,成都,想要过一种生活，有情趣做饭，有心情沟通，有时间旅行，最最重要的，是这一切都有人陪伴。接受闪婚...
大专,160,已经购车,独自租房,60,天蝎座,汉族,蛇,--,"40,48","170,180",不限,大专,不限,北京,清水无香,未婚,丰台,"一个人待久了,突然觉得好孤单,很想找个人温暖,作我坚实的港湾,如果有缘,我们终将见面!有假期的时候喜欢出去旅游。凡事不会强求，喜欢顺其自然。为人真诚，善良,性格开朗,外向,想找一为…"
大专,161,暂未购车,与父母同住,--,摩羯座,汉族,虎,O,"31,37","173,178",不限,大专,不限,安徽合肥,拽着熊胳膊,未婚,合肥,文静的我，喜欢专一温柔体贴的你～～～～～～～～～～希望可以遇到有缘人～～...
大专,162,已经购车,住单位房,55,射手座,汉族,羊,B,"55,64","170,185",不限,大专,不限,北京,佳缘会员,离异,丰台,我是一个既普通又优秀的女人。对于你我没有更多的奢求，只希望自己可以找到一个真正值得去爱去珍惜的男人，组成一个幸福的家庭，相互搀扶着慢慢变老。我的年龄是真实的，请比我年龄小的优秀男士…
本科,164,暂未购车,暂未购房,65,狮子座,汉族,鼠,B,"38,42","175,180",不限,大专,未婚离异,北京,小雨,未婚,朝阳,"2020年的春节，过得有些紧张，不是怕死，只是觉得自己还有好多事没做呢……
我不是那种大女子也不是那种小鸟依人的小女人，自己能做的事从来不求别人，脾气有些急但讲道理，内心善良喜欢伸…"
本科,165,暂未购车,与父母同住,53,射手座,汉族,羊,B,"42,","170,",不限,大专,不限,山东济南,谁在秋天盛开,未婚,济南,济南本地人，164身高，胖110斤。正规本科毕业，现在外企作财务，父母退休，希望遇见一个真诚的大男人，给平淡的生活增加一份甜蜜。小女子以结婚为目的，态度诚恳，谢谢配合。    是小…
大专,177,暂未购车,暂未购房,60,天秤座,汉族,鼠,AB,"26,40","180,195",不限,不限,不限,不限,灰姑娘,未婚,浦东新区,"我是一个普通的女孩,可是在大家眼中我是一个很高个子的女孩子，有时候我在想为什么上天让我这么高，给我带来了很多烦心事，例如找男朋友，很多男孩子都被我的身高给吓走了。所以我想借这个平台…"
大专,164,已经购车,已购住房,65,巨蟹座,汉族,鸡,O,"58,70","不限,",不限,不限,不限,陕西,莹♥♀,离异,西安,我是你五百年前失落的莲子，此生相遇，我愿是你心间一缕永远无法抹去的暖，于你心底沉湎，待到莲花盛开，潋滟倾城，我便将一生最婀娜的美展现与你，遣你此生落寞，伴你一世安暖。。。。。。  …
本科,164,已经购车,已购住房,55,白羊座,汉族,蛇,B,"53,60","170,180",汉族,大专,离异,广东深圳广东珠海广东惠州,苏菲,离异,惠州,我是广东人，164CM  58KG  ，是由学校毕业直接分配到惠州这城市的外贸企业从事进出口工作，目前工作生活居住在市区里，在这座城市里有我的蜗居，有我的代步工具，2006年离异，…
本科,162,--,已购住房,50,处女座,汉族,猴,O,"不限,","不限,",不限,不限,不限,不限,风筝,未婚,沈阳,"There is a beautiful kite in the clear , blue sky !       晴朗蔚蓝的天空中飘着金线风筝~~~~~..."
本科,165,暂未购车,已购住房,--,双子座,汉族,鼠,A,"30,40","不限,",不限,不限,未婚,河南郑州,00,未婚,郑州,憧憬中国传统的婚姻人生：一夫一妻，同甘共苦，白头到老，直到生命终了！...
大专,165,--,与父母同住,50,双子座,汉族,兔,O,"40,50","175,185",不限,本科,未婚离异,北京,小葵,离异,海淀,一个人的生活总觉得缺少了什么，希望能找到有缘分懂珍惜的人。（系统经常自己乱发信，投诉建议过也没用，如果是那种套话，比如戳你一下什么的，或者我解释过后还发烂七八糟的信息，一定不是我本…
本科,165,已购车（经济型）,与父母同住,58,水瓶座,汉族,猪,A,"40,50","170,190",不限,大专,不限,辽宁锦州,yft1971,离异,锦州,"　　总认为另一半点是上天的安排,我只须耐心等待...但是我已三十多年....依然....不需要很优秀,合适就是最好的.能一起聊天,一起运动,一起做家务就好.希望能认识更多朋友,寻找…"
大专,165,暂未购车,独自租房,65,金牛座,汉族,牛,O,"30,40","170,175",不限,不限,未婚离异,四川达州,爱你不变,未婚,达州,　　在我的心理，希望找一个爱我的和我爱的人幸福的过一生，不贴邮票反正也看不到，所以请不贴邮票的不要发信息给我...
本科,160,已经购车,住单位房,55,巨蟹座,汉族,虎,O,"59,67","170,190",不限,大专或以上,不限,广西南宁,悠然,丧偶,南宁,喜欢干净、整洁、简单、规律、平淡而不乏情趣的生活。离异的老的虎妞，巨蟹座；曾为教师(副教授)；有房和车，来去均可；小孩已工作成家有自己的房和车。  相识是缘，相知是份；有缘千里来相…
本科,169,已购车（中档型）,已购住房,53,天蝎座,汉族,鼠,A,"35,45","175,190",不限,本科,未婚,不限,激浪,未婚,海口,"事先声明:本人长得一般，但是严重的外貌协会。
我没有邮票，所以打不开的邮件只能算我们没有缘分了。别一上来就微信，我们不熟的情况下还是在这里聊吧，熟的话以后就有了。谢谢！
账号6~7…"
高中中专及以下,156,暂未购车,独自租房,48,水瓶座,汉族,鼠,O,"32,45","168,175",不限,不限,未婚离异,广东,小丫,未婚,东莞,"人生,其实要求的东西并不多,一杯水、一碗饭、一句“我爱你”足矣！爱情本身就在等待.它可遇不可求,且行且珍惜...        PS.因没邮票，若有诚意来信，请补贴上，谢谢！！！......"
大专,160,暂未购车,已购住房,60,天蝎座,汉族,兔,B,"56,67","170,190",不限,本科,不限,福建厦门福建泉州福建漳州,南国天堂鸟,未婚,厦门,"半生感悟：人生其实并不复杂，予人真诚，收获信任；付出友爱，收获温暖；开放胸襟，回归简单，就能收获快乐！
自我白描：身心健康，不赌不舞，不浓装艳抹不笙歌夜酒，向往一种平淡真实而又心灵…"
大专,160,暂未购车,与父母同住,45,双子座,汉族,鼠,B,"22,40","160,190",不限,不限,未婚,不限,寂寞憨人,未婚,普陀,"一个人散步、一个人逛街、一个人享受美食、一个人看电影、一个人听演唱会……
慢慢发现，自己已经开始习惯一个人，习惯寂寞，有一点害怕，…"
硕士,165,暂未购车,住单位房,65,天秤座,其它民族,牛,O,"30,45","170,185",不限,硕士,不限,广西,简。迷离,离异,南宁,我在等那个对的人出现    等那个疼我  爱我  的人出现  ！我已经，在这里了  你呢？在来的路上了吗？o(∩_∩)o  ......                我会让你一想到家想到我们就心里暖暖的。两个......
本科,172,--,暂未购房,55,双鱼座,汉族,牛,--,"24,28","175,",不限,本科或以上,未婚,宁夏银川,TINA,未婚,银川,快乐的日子，总是令人期待。美好的踪影，正在不远的地方，轻轻召唤，我从千里之外，遍寻你的足迹，只为了合上你的节拍。
大专,164,暂未购车,已购房,60,处女座,汉族,狗,B,"39,52","170,181",不限,大专,不限,江苏苏州,木兰花,未婚,苏州,"祈福:
落叶想归根，人生得有伴，才可以走的更远一些。
苏州、上海地区，无小孩或者不归自己的交流，谢谢。..."
高中中专及以下,158,暂未购车,已购房,70,白羊座,汉族,鸡,B,"33,42","168,180",不限,大专或以上,未婚,江西南昌,扬帆起航,未婚,南昌,快乐，不是你拥有的多，而是因为你计较的少。  我喜欢简单的生活！健康+快乐=幸福！  我由原来的销售转型自己创业，初级创业开始，收入不稳定（本人技校毕业）  有过婚姻史的朋友，请不…
本科,163,已经购车,已购住房,60,白羊座,汉族,鸡,AB,"48,54","163,180",不限,大专,不限,四川泸州,沧海,离异,泸州,"　　笨笨的，傻傻的，清澈如一潭水，透明如冰，喜欢平淡而快乐地生活,富有也罢，贫穷也好，只要开心就好……    　   简单地活着，善良、率直、坦荡，淡然地看待名和利，与世无争。  …"
大专,160,--,--,55,天蝎座,汉族,虎,AB,"不限,","不限,",不限,不限,不限,不限,幽楠子,未婚,宜春,如果我们不能在一起，那说明我们没有缘分，既然没有缘分，那么不能在一起也没有什么好遗憾的...
大专,173,暂未购车,与父母同住,65,双鱼座,回族,鸡,O,"35,50","170,190",不限,大专或以上,不限,辽宁抚顺,WN,未婚,抚顺,我喜欢运动、音乐、外语、世界文化。希望在这里能找到有责任心、有素质、人品正派、喜欢运动、心胸广阔、志同道合的男士。...
本科,162,--,--,--,狮子座,--,兔,--,"20,50","160,190",不限,不限,不限,不限,枉费,未婚,银川,一个人的日子，享尽了那份孤独和寂寞，也享尽了那份长长的思念，亲人的温暖，朋友的温暖，还是期待你的手心，有了你，我才能安心幸福地一…
大专,163,--,--,--,双子座,汉族,鼠,O,"25,30","175,180",不限,不限,未婚,陕西西安,远方寻梦,未婚,无锡,要懂得每天让自己快乐一点!快乐至上~~~~    如果人接受最好的，你经常会得到最好的。    每一个成功者都会在零的起点上看到希望，在自信中迈出每…...
本科,168,--,--,--,双鱼座,--,鼠,--,"20,50","160,190",不限,不限,不限,不限,笨笨的我,未婚,长宁,不是很漂亮，不是很能干，不是很贤惠；但是有一些自信，有一些可爱，有一些小作，还有些体贴。
本科,168,--,--,--,双鱼座,--,鸡,--,"40,56","171,190",不限,本科或以上,未婚,北京,白玉无暇,离异,西城,本人单纯善良，希望对方是一位道德品质高尚的人，孝敬双方父母，为人      诚恳老实，无不良嗜好，最好是知识分子家庭，因为本人是北京人，也希望      对方是北京人，这样，双方好…
大专,165,--,已购住房,55,天蝎座,汉族,羊,B,"60,68","不限,",不限,不限,不限,上海,ludi,未婚,静安,喜欢顺其自然的我期待在此邂逅有缘的你，希望能有相近的  价值观，能彼此适合，彼此欣赏，彼此尊重，彼此包容，彼此护  持，相依相伴一起慢慢变老。  谦和稳重，知书明理，外观时尚，内涵…
大专,158,暂未购车,独自租房,49,射手座,汉族,蛇,O,"38,50","168,185",不限,大专,不限,不限,密斯关尔,未婚,福州,"来到这里也有几年了,这么多年过去，我还是孑然一身,仍然没有遇见属于我的那颗心,好象每天走在大街上和无数人擦肩而过却没有交集,在佳缘的海洋里平淡的浮沉。ps：被投诉过的一律勿扰！！......"
大专,160,--,--,45,狮子座,汉族,猪,其它,"30,42","168,178",不限,大专或以上,不限,湖南郴州,漂泊的候鸟,未婚,郴州,      我是一个平和、善良，有爱心、性格直爽，自信乐观的人，无不良嗜好和习气，喜欢阅读学习 .音乐.打球和户外运动。          这些年，天上人间的日子，总是希望可以遇见…
本科,168,暂未购车,暂未购房,57,狮子座,汉族,牛,B,"25,32","175,185",不限,大专或以上,未婚,浙江杭州,susan,未婚,杭州,想找到那个可以一起打拼的人，真的好难，相爱就是要彼此给予、包容、理解、信任、坦诚！！！我在等待你的出现，如果你觉得我适合你，不妨我们…...
大专,160,--,--,--,狮子座,--,牛,--,"20,50","160,190",不限,不限,不限,不限,香水百合,未婚,厦门,在茫茫人海之中，轻唤一声，我的爱，我们相视一笑，那是彼此才能会心解读的浪漫回音。
大专,168,暂未购车,住单位房,22,狮子座,汉族,鸡,A,"39,50","172,190",不限,本科,未婚离异,北京,小洋人寻找夫妻脸,未婚,东城,我喜欢运动，找个陪我一起运动、旅游的人。属:龙 蛇 牛优先。 属鸡人；宜配属龙，蛇，牛与此中属相相配，祥开白事，有天赐之福，并有名望，功利荣达，家事亨通。忌配属狗，金鸡玉犬难逃避，…
硕士,168,暂未购车,暂未购房,65,白羊座,汉族,马,AB,"39,50","170,180",不限,本科,离异丧偶,甘肃兰州,泛眼几个春秋,离异,兰州,&amp;nbsp;不知何事萦怀抱，醒也无聊，醉也无聊，梦也何曾到谢桥。   本人资料全部真实。希望在佳缘能碰到一位在城市长大，普通话标准，身体健康，拥有良好的家庭、大学教育，工作…
本科,170,暂未购车,与父母同住,54,巨蟹座,汉族,蛇,A,"19,22","180,190",不限,不限,未婚,辽宁鞍山,无敌小朱朱,未婚,鞍山,"就算死也要赢,这就是我的作风~
我尝过失败的滋味~所以在我的字典里,绝对不允许再次出现跟&quot;输&quot;有关的字!"
本科,160,暂未购车,已购住房,--,天蝎座,汉族,猪,O,"38,47","170,180",不限,本科或以上,未婚离异,广东深圳,珠珠2008,未婚,深圳,对于“你”来说，我是陌生的。所以，我如实填写了个人资料绝对真实可靠，对于我来说，“你”是未知的。人生旅途依旧孤单的时候，我努力让自己更健康，更快乐。未来有一天，当我走累了想要休息的…
本科,168,--,--,49,双子座,满族,狗,A,"30,或以上","177,",不限,本科,未婚,不限,yoyo,未婚,沈阳,希望遇到那个你，可以让我成为最好的自己！没有邮票看不到信，麻烦发信让我看到好吗？请附照片密码，谢绝低于175的男士来信！ 属牛、龙、羊，离婚有孩儿者请不要来信，抱歉。加完微信不说话…
本科,166,暂未购车,与父母同住,55,白羊座,汉族,鼠,其它,"25,46","170,190",不限,不限,未婚,福建,寻找费云帆,未婚,福州,寻找一份真爱是多么困难的事情，只愿得一心人，白首不相离。本人离异，婚姻状态更改不了，特此说明。...
大专,152,--,与父母同住,42,狮子座,汉族,虎,O,"27,33","172,179",不限,不限,未婚,广东湛江,&amp;#039;Evaヽ,未婚,湛江,"　　好男人好比一件古董,只有懂得它的人才知道它的珍贵.  　　我很少上这里，如果不能及时回复来信，请谅解！但我会认真对待每封来信！如果需要邮票才能看信的，请谅解我没回信，因为没有邮…"
大专,165,暂未购车,与父母同住,53,白羊座,汉族,鼠,O,"20,50","160,190",不限,不限,不限,不限,小鱼,未婚,开封,"看着身边的好朋友谈恋爱的谈恋爱,结婚的结婚,不知怎的自己突然有一种莫名的失落感,现在好想找个喜欢的人依靠,好想与他分享我的快乐和不快乐的…..."
大专,158,暂未购车,需要时购置,44,双子座,汉族,兔,--,"28,38","160,190",不限,不限,不限,江苏苏州,夏欣雨,离异,苏州,希望遇到一个温柔体贴，好脾气的男士！...
大专,168,暂未购车,已购住房,55,天秤座,汉族,鼠,O,"40,50","170,190",不限,大专或以上,不限,广西南宁,飘在半空的雨,未婚,南宁,谢谢大家对我的关注，谢谢大家的来信。可是我没有看信的邮票，所以没办法看信，也就回不了信。所以请来信附看信邮票。敬请谅解。        我就是我，一个世上独一无二的。其实每个人都是…
本科,168,--,--,--,双鱼座,--,兔,--,"20,50","160,190",不限,不限,不限,不限,雾中玫瑰,未婚,包头,"朋友要用一生珍惜,要用心去灌溉.因为这样的感情没有人不需要."
本科,170,--,--,55,巨蟹座,汉族,牛,B,"25,32","170,190",不限,大专或以上,未婚,吉林长春,依梦,未婚,长春,一个人走得久了，会累，有个人，陪你在冬日的午后晒太阳，为你递上一杯热气腾腾的绿茶，和心爱的人慢慢变老，还有什么比这更幸福呢？...
大专,150,暂未购车,与父母同住,41,处女座,汉族,兔,B,"20,50","160,190",不限,不限,不限,不限,珠珠,未婚,汕尾,遇到你之前，幸福对我来说无论怎样都是单薄。期待牵着你的手，一直向前走去。我相信，幸福就跟在我们身后。
大专,160,暂未购车,暂未购房,45,金牛座,蒙古族,狗,B,"36,40","170,175",不限,本科,未婚,不限,北北,未婚,昌平,"年龄超过45岁的请不要发送信息，。 本人不是会员，普通来信将无法查阅和回复，如想进行沟通了解，请附带邮票，感谢关注！
注明：“杀猪盘”“骗子”还是离远点，条件不符者勿扰！！！......"
本科,162,暂未购车,与父母同住,55,白羊座,汉族,鼠,O,"24,30","175,184",不限,本科或以上,未婚,宁夏银川,缘份天空,未婚,银川,我一直在这里，没有离开，我一直在等待，等着那个和我终生相伴相爱一生的你的出现。因缘而聚，我始终这样认为，所以觉得佳缘真的很好，美丽的…...
本科,160,--,--,50,天秤座,汉族,鼠,O,"43,55","172,180",不限,本科,不限,广东,飞儿,未婚,深圳,想安定下来了...。真的，就这么简单。...
大专,163,暂未购车,已购住房,58,摩羯座,汉族,马,O,"52,62","170,185",不限,不限,不限,广东广州,牵手:扣,离异,广州,本人真实真诚，出生于1967年属羊，性格开朗、喜爱运动，特别是乒乓球运动，在省直公益事业单位工作，有一女儿已工作，希望在此能够遇上懂得呵护爱、善于经营爱！真诚生活！年龄在49至60…
大专,160,已购车（经济型）,已购住房,65,双子座,汉族,蛇,B,"52,63","172,178",不限,大专,离异,上海,慧慧,离异,无锡,希望在佳缘找到和我相知、相伴、相爱；一起走完人生路的伴侣。拉投资的请远离。...
大专,160,暂未购车,住单位房,--,天秤座,汉族,牛,O,"25,30","170,190",不限,不限,未婚,浙江,香寒梅蝶,未婚,丽水,"爱需要呵护,不是一个人的表现,而是两人一起搭建的桥梁,爱需要心心通,不需要太多的理由.只要细心的完善.只要开心就好."
硕士,161,--,住单位房,48,处女座,汉族,猴,B,"36,49","170,185",不限,本科或以上,未婚,山西太原天津北京,天竺少女,未婚,太原,"　　我, 出身教师家庭，家教良好，妹妹弟弟都是硕士或以上,我在一所学校工作，事业编轻松稳定。本人待人真诚，性格温和，善解人意，喜欢看书听音乐，喜欢干净，喜欢浪漫，喜欢雅致的格调，注…"
本科,170,已经购车,已购房,56,天蝎座,汉族,猴,O,"38,45","175,200",不限,大专,不限,河南郑州,游云,未婚,郑州,关于性格：内外兼有，开朗热情，为人真诚。        关于外貌：不算漂亮，不算精致，中等偏上，简单大方。        关于身高：净高170        工作方面：大学毕业在广…
高中中专及以下,158,已购车（经济型）,已购住房,--,射手座,汉族,蛇,O,"70,78","160,190",不限,不限,不限,辽宁,晚霞,离异,沈阳,我觉得不能因为人老了，生活就变得没有精彩，没有追求，我退休后学习了摄影，经常背着自己的尼康相机，到处采风，游览着大江南北，行摄美景秀色，在无忧无虑的晚年里，缺少的就是一个朝夕相伴的…
本科,158,已经购车,暂未购房,48,狮子座,回族,鸡,A,"42,57","170,186",不限,本科,不限,不限,myart,未婚,静安,热爱艺术，文学，旅行。我从事艺术，设计。我喜欢浪漫，自由，自然。我爱夢想，但不虛幻，浪漫但不疯狂。秀外慧中，静动两宜，外表优雅内敛但不保守，内心热情但不轻狂，自信但不张扬。我不惧寂…
本科,164,已经购车,已购住房,55,摩羯座,汉族,鸡,O,"36,44","175,",不限,不限,不限,黑龙江哈尔滨,郗缘,离异,哈尔滨,"82年属狗。离异，没孩子。
心里只有一个人的位置，只等那个爱我入心，陪我余生，彼此珍惜的人。会员过期，所以只能看会员的信。..."
大专,162,已购车（中档型）,需要时购置,60,天秤座,汉族,狗,O,"48,57","160,",不限,大专或以上,不限,内蒙古鄂尔多斯内蒙古呼和浩特内蒙古包头北京,花好月圆,未婚,鄂尔多斯,郑重声明：本人不上QQ                                                        .......我想有个家，一个不需要华丽的地方…
大专,157,已经购车,住单位房,48,水瓶座,汉族,兔,B,"20,56","不限,",不限,不限,不限,不限,小妮,未婚,自贡,喜欢，就是淡淡的爱！  爱，就是深深的喜欢！
高中中专及以下,162,已经购车,已购房,--,处女座,汉族,兔,--,"24,53","不限,",不限,不限,不限,不限,十三月,未婚,厦门,美丽的开始    因为美丽的邂逅        开始的美丽    因为邂逅的浪漫            如果你认为这是开始，...
大专,162,暂未购车,已购住房,56,水瓶座,壮族,猴,O,"52,62","170,180",不限,不限,离异丧偶,广西南宁广西柳州广西桂林,金城佳人,离异,河池,岁月流逝，只想找个和我相携一生的伴侣，那是最美的风景：一杯浓浓的咖啡，露天阳台上两把藤椅上两个慢慢老去的爱人，迟暮但安详。...
本科,167,已经购车,暂未购房,58,双鱼座,汉族,猪,O,"33,37","170,190",不限,本科或以上,不限,北京,愛子,未婚,朝阳,　　一次短暂的婚姻，让我失去了所有憧憬。天仿佛是灰色的。我不知道自己再寻找什么，也不知道自己适合什么。不再去刻意寻找什么，只希望如果有缘的话，可以使我的生活有一些颜色……  寻找刺…
本科,160,暂未购车,与父母同住,200,摩羯座,汉族,猪,B,"23,29","176,181",不限,不限,未婚,吉林,淘气公主,未婚,东城,我是水瓶座~    我是水瓶座~    我是水瓶座~    我是水瓶座~    我是水瓶座~    我是水瓶座~    我是水瓶座~...
本科,158,已经购车,与父母同住,45,巨蟹座,汉族,鼠,O,"25,28","175,180",不限,大专或以上,未婚,北京,Smile712☏,未婚,海淀,我相信一见钟情，但我更相信日久生情。当爱来的时候如同疾风暴雨，可当爱走的时候自然谁也拦不住，我不在乎未来会是怎样，绕了这么多的圈，只…...
本科,162,暂未购车,暂未购房,49,处女座,--,兔,AB,"23,27","172,180",不限,不限,不限,四川乐山,玲儿,未婚,南充,到底是谁在欺骗谁，又是谁在伤害谁，我要的幸福又有谁能给？...
