education,height,car,house,weight,constellation,nationality,zodiac,blood,criterias_age,criterias_height,criterias_nationality,criterias_education,criterias_marriage,criterias_location,nickname,marriage,work_location,shortnote
本科,183,已经购车,已购住房,70,双鱼座,汉族,猪,--,"25,37","160,185",不限,不限,不限,天津,好男孩觅好女孩,未婚,河西,一个细微动作，一个飘忽眼神，抑或是一个转身的距离，相爱的人应该有着缘分的默契，找一个爱我懂我的人，生活也会因默契而和谐。只希望在对的时间遇到靠谱踏实的你人生短暂时机合适尽快结婚！（…
大专,175,已经购车,已购住房,68,摩羯座,汉族,狗,AB,"22,48","158,175",不限,不限,不限,江苏,高爱峰,离异,南通,!!努力不一定成功!!放弃就一定失败!!你说呢...
本科,183,暂未购车,已购住房,84,白羊座,汉族,马,A,"28,41","164,180",不限,本科,未婚离异,上海,西域兔,离异,松江,"交友也好、婚姻也罢；本着宁缺毋滥的态度，绝不将就余生！
请有缘人能阅读完以下内容：
若想缘起，发信请自贴邮票～
蓦然间，到了不惑之年，而经历过婚姻失败的我,在面对寻找一份新的感情时…"
硕士,170,已经购车,已购住房,75,射手座,汉族,马,--,"30,40","156,165",不限,大专或以上,不限,重庆,中和爱情,未婚,沙坪坝,现在佳缘上很多骗子，其中就有期货外汇之类的。很不幸，本人从事的就是期货行业，所以躺枪很严重，也很无奈，事先声明一下，免得一聊天立马变脸。     房子买在西永，现在比较偏。还有一部…
本科,177,已购车（豪华型）,已购房,75,天蝎座,汉族,猪,O,"29,44","160,172",不限,不限,不限,四川,散步的猪1971,离异,成都,爱在左，情在右，走在生命的两旁，随时撒种，随时开花，将这一径长途点缀得花香弥漫。我想谈一场永不分手的恋爱，蹒跚漫步，夕阳西下，白头到老，相濡以沫。......
本科,172,暂未购车,独自租房,65,射手座,汉族,鸡,O,"23,35","160,172",不限,不限,未婚,广东深圳,谓春华秋实,未婚,深圳,君问归期未有期，巴山夜雨涨秋池。何当共剪西窗烛，却话巴山夜雨时。...
本科,182,暂未购车,已购房,80,天蝎座,汉族,蛇,--,"40,或以上","160,175",不限,不限,不限,不限,山下公园,离异,武汉,"希望能在这个平台能遇到真正属于彼此的缘份和真爱~！ 我不玩暧昧，坦诚相待。....我离婚无孩子，丁克，无理由。 .,让我们心心相印，手挽着手，一起漫步在大街小巷，享受那份恬静与浪漫…"
本科,181,已经购车,已购住房,85,双鱼座,汉族,龙,B,"20,46","160,175",不限,大专或以上,未婚离异,国外加拿大,seekinglove,未婚,加拿大,婚姻在我的概念中应该是两个你情我愿的男女，恩恩爱爱，无怨无悔，不离不弃地生活在一个屋檐下享受生活过日子的。可是到这个网已经很久了，感觉国内的婚姻已经完全变成了交易，实在适应不了。 …
大专,172,--,--,70,双子座,汉族,鼠,A,"33,38","158,175",不限,不限,不限,上海,风风A雨雨,离异,普陀,"孤独的大雁,不想再孤独的飞飞翔.
寻找......寻找人生的港湾"
高中中专及以下,178,已经购车,已购住房,80,水瓶座,汉族,牛,O,"61,66","155,170",不限,不限,不限,天津,耐心等缘,离异,南开,...
本科,176,已经购车,已购住房,65,射手座,汉族,狗,其它,"25,35","160,170",不限,大专,不限,安徽合肥,晨辉耀眼,离异,合肥,寻觅那种感觉，寻找合适自己的人！...
本科,180,暂未购车,与父母同住,68,摩羯座,汉族,狗,A,"26,35","166,180",不限,大专,未婚,河南郑州,COMET,未婚,郑州,多少年过去了，，还是自己。。。。。也不知道自己哪里不好，，总是没人真的发现我、、、、、、、、、、、、狮子座在哪里.....
本科,178,已购车（中档型）,已购住房,78,金牛座,汉族,兔,O,"33,45","163,180",不限,不限,不限,湖北,风 筝 的 心,离异,武汉,感谢那些游览我资料的朋友，由于当年年少无知，单身上十年有一女儿在美国读大学，自己在武汉一家知名医院工作，希望在这里遇到你！没那么多华丽的言语，如果你有小孩，我会像爱护自己眼睛一样去…
本科,174,已经购车,已购住房,73,水瓶座,汉族,狗,B,"22,39","150,",不限,不限,不限,广东佛山,mms~~~,离异,佛山,"用我的未来换取你的未来！用我的真心换取你的爱！
 我是一个很平凡的人，喜欢运动，音乐，旅游。为人真诚热情，读书的时候学习好，可工作的时候却总是忙，一个没注意就到了男人的花季啦，人生…"
本科,172,暂未购车,已购住房,75,摩羯座,汉族,龙,A,"43,52","160,",不限,不限,不限,四川,孔之舞者,离异,成都,"真心诚意,忙碌之余渴望避风的港湾，那里人生才是完美."
大专,177,暂未购车,已购住房,65,射手座,汉族,龙,B,"30,45","156,175",不限,不限,不限,陕西汉中,缘分还没定,离异,汉中,愿做世界上最了解你的人； 如果有人比我更了解你， 那么一定没有人比我更理解你； 如果有人比更理解你，那么一定没有人比我更包容你；如果有人比我更包你，那么一定没有人比我更支持你。 …
硕士,166,暂未购车,已购住房,55,狮子座,汉族,虎,AB,"29,43","157,165",不限,大专,不限,广东汕头广东潮州广东江门广东广州,聆雨轩主,离异,潮州,大家好，希望在此认识到有缘的人。有空可以向我联系，希望你最好是在潮汕地区或珠三角。可以来信联系，最好并附照片。      我没有不良的爱好，喜欢读书，听歌，看一些美国大片，有时也会…
本科,168,暂未购车,与人合租,60,天秤座,汉族,鸡,B,"不限,","不限,",不限,不限,不限,不限,流浪的蛤蟆,未婚,大连,想找个宁静的港湾 。。。。。。我想要的爱情。。。呵呵。。。想要梁山伯与祝英台那样的爱情，让后辈情侣传为佳话：想要富翁与美女那样的爱情，让后备情侣明白爱情是物质财富与精神财富的结合体…
硕士,170,暂未购车,暂未购房,70,天秤座,汉族,羊,O,"28,42","158,179",不限,不限,不限,浙江嘉兴,鱼知鱼之乐,离异,嘉兴,人生三要素：    探索未知的世界    追求真正的爱情    同情他人的痛苦...
双学士,180,已经购车,已购房,67,摩羯座,汉族,狗,A,"25,40","155,179",不限,不限,不限,不限,海桐天空,离异,长春,我是一条不起眼的鱼，每天游来游去，在海洋里没有属于我的空地，于是我哭泣，泪水和海水混在了一起仿佛我哭泣的权利已被剥夺了。我开始怀疑，是否还要在这海里生存下去，我游到水面，看见了蓝天…
大专,175,已购车（经济型）,已购住房,75,双子座,汉族,羊,A,"37,40","155,170",不限,不限,未婚离异,四川自贡四川内江,闪闪红星,未婚,内江, 到这平台是想找位结婚伴侣的，不是来“交友”的。目前在内江一家房产公司从事IT管理方面的工作，独生子女，父母均己退休，普通的工薪家庭，没有什么不良嗜好，交际圈也比较窄，每天都是上…
大专,173,已经购车,已购住房,85,天蝎座,汉族,马,B,"27,35","158,172",不限,不限,未婚,吉林吉林,..风云..,离异,吉林,"真诚交流,坦诚相待!我是个比较感性的人,我喜欢旅游和音乐,享受生活中的美好.我喜欢简单的生活方式,即真实又幸福!我不喜欢斤斤计较,让琐碎的事情浪费生命.我不喜欢虚伪附势，让别人的心…"
本科,170,暂未购车,已购住房,70,金牛座,汉族,狗,A,"32,40","150,172",不限,不限,不限,不限,不鼓自铭,离异,合肥,"八三年，资料写错了，改不了，生活简简单单，平平淡淡，有了你会不会不一样呢，生活需要仪式感，偶尔的浪漫。
我期待一位跟我一样，有责任心、有孝心，有爱心，共度余生。......"
本科,170,暂未购车,需要时购置,55,狮子座,汉族,虎,A,"不限,","149,172",不限,不限,不限,不限,海洋情怀,未婚,兰州,"来这里碰运气,哈,不知道能否如愿!渴望美好的感情所以等到了现在,曾经向往过现在也不放弃未来相信会美好!       会用邮票看信了！      ..."
硕士,176,已购车（中档型）,已购房,73,白羊座,汉族,鸡,B,"40,55","不限,",不限,不限,不限,广西南宁上海重庆,学者风范,离异,黄浦,感谢那些浏览我的资料的人，感谢那些关注我的人，感谢那些给我带来爱情希望的人，在世纪佳缘，在寻找缘分的旅途上，我走得并不孤单。而最应该感谢的，就是你，我未来的所爱，我相信你一定在这里…
本科,174,已经购车,需要时购置,66,狮子座,汉族,羊,AB,"28,37","160,167",不限,大专或以上,未婚,北京,puppy80,未婚,西城,我是北京土著，家在城区。我性格温和，跟不熟的人会有点内敛；熟悉后会展现出我的真诚、幽默和乐观。喜怒哀乐大都挂在脸上，喜欢直接坦诚的交流。我看上去显得年轻，思想比较成熟，偶尔还保持着…
本科,175,已购车（豪华型）,已购房,69,天蝎座,汉族,猪,A,"30,40","155,175",不限,不限,离异丧偶,四川,天外孤客,丧偶,成都,我是真心诚意寻找未来的另一半结婚目的，  本人属于：成熟，稳重，浪漫，幽默，孝顺，有事业心，有上进心，有责任心，有担当，脾气好，有善良，性格好，不家暴，有顾家，体贴的男人。  要求…
本科,175,暂未购车,已购住房,70,射手座,汉族,鸡,A,"23,32","不限,",不限,不限,不限,天津,blue芝华士,离异,滨海新区,你我皆凡人 生在人世间    终日奔波苦 一刻不得闲    既然不是仙 难免有杂念    道义放两旁 利字摆中间    多少男子汉 一怒为红颜    多少同林鸟 已成分飞燕    …
本科,180,已经购车,已购住房,74,天蝎座,汉族,鸡,B,"29,38","160,174",不限,本科,离异,上海,日日野_HIBINO,离异,浦东新区,你若爱，生活哪里都可爱。    你若恨，生活哪里都可恨。    你若感恩，处处可感恩。    你若成长，事事可成长。    不是世界选择了你，是你选择了这个世界。    既然无处可…
本科,171,已经购车,已购住房,65,天秤座,汉族,马,AB,"35,39","不限,",不限,不限,未婚,山东淄博,努力找媳妇,未婚,淄博,找个自己喜欢的人，执子之手，与子偕老！真诚的希望在这里能找到和自己共度一生的人. 离异勿扰！...
本科,168,已经购车,已购住房,68,射手座,汉族,兔,A,"20,38","155,180",不限,不限,未婚,国外澳大利亚美国,真诚,未婚,岳阳,年纪到了，找以结婚为目的谈恋爱的女性，不要发什么桃花栈了，我有会员，直接发信就好。　爱情终究是缘分，茫茫人海两个人的相识相爱，本身就是一种巧合，你会是我的那个巧合吗？......
本科,175,已经购车,已购住房,75,处女座,汉族,龙,A,"24,35","不限,",汉族,不限,不限,浙江,潘誉仁,离异,杭州,离异，带一个女儿，本人性格双重，偏内，但不乏幽默感。杭州人，独子，绅士型大男子主义，平时大大咧咧，没有无微不至的关怀，但会有细水长流的爱。本人大致的情况就是这样，不介意我的情况的联…
大专,175,暂未购车,与父母同住,65,巨蟹座,汉族,猴,A,"20,30","不限,",不限,不限,不限,不限,叉烧滑蛋,离异,贵港,"钓鱼岛是中国的,你——是我的！..."
本科,180,已经购车,已购住房,90,金牛座,汉族,虎,B,"24,35","155,175",不限,本科,未婚离异,北京,马飞丫,离异,朝阳,天使之所以能飞，是因为他的心很轻。我们能够相遇，是因为彼此的等待与轮回的安排。你准备好了一段新的旅程了吗？...
大专,166,暂未购车,已购住房,66,白羊座,汉族,虎,O,"29,或以上","162,",不限,不限,不限,广东香港澳门国外,nikiks,未婚,香港,教宗方濟各Francis在八十歲生日演说“對於高齡感到恐懼”，看来人人都一样恐懼老去吧！生老病死，自然定律，凤凰台魯豫访問蔡瀾問及年老，蔡瀾说“希望社会将来有文明些政策，人老到某年…
大专,180,已购车（经济型）,已购住房,78,射手座,汉族,猴,O,"30,40","160,175",不限,大专,离异,河北保定,八零后大叔,离异,保定,带着婚姻失败的伤痛与感伤重返佳缘！感慨万千，从小到大，什么好象都很顺利，学习不错，没有多少坎坷。再从大学到工作，也是顺风顺水的。为什么上天不眷顾我，给我一个稳定的婚姻生活。    …
本科,185,已购车（豪华型）,已购房,85,天蝎座,汉族,马,B,"34,40","165,177",不限,大专,不限,北京,Tonycj,离异,朝阳,见识导致意识的差距，是人最大的差距，第二大的差距是思维能力的差距。所有的麻烦皆产生于同步这两个差距需要付出的努力。...
本科,170,暂未购车,已购住房,72,摩羯座,汉族,牛,--,"26,40","156,170",不限,不限,不限,湖北武汉,米－酒,离异,武汉,人到中年，倍感生活和婚姻的双重压力，希望能尽快找到自己的另一半，有一个温馨的家。     希望她乐观开朗，身体健康，温柔贤惠，懂得宽容。......
大专,168,暂未购车,暂未购房,65,狮子座,汉族,狗,A,"25,32","150,168",不限,不限,未婚离异,广东梅州,982,未婚,梅州,生活应是外人看似平凡自己感知乐趣与幸福的，想找个简单的人过简单的日子。 我将于茫茫人海中访我唯一灵魂之伴侣；得之，我幸；不得，我命，宁缺勿滥。 独立自信、温柔的女孩，对我有很大的吸…
硕士,172,暂未购车,已购房,65,狮子座,汉族,猴,A,"20,35","160,170",不限,本科,未婚,国外新加坡,巫帝,未婚,新加坡,请相信爱，才能找到对方。            请追寻爱，她就在转角的瞬间。            请坚守爱，我们都有能力给彼此幸福。    ~~~~~~~~~~~~~~~~~~~…
本科,173,已经购车,已购住房,65,巨蟹座,汉族,牛,B,"18,35","160,170",不限,本科,未婚离异,湖南郴州,lvan611,离异,郴州," 
             牵尔玉手， 收你此生所有 
              抚尔秀颈， 挡你此生风雨
          ......"
本科,179,已经购车,已购住房,55,白羊座,汉族,鼠,O,"22,29","161,179",不限,不限,未婚,广东东莞,楚★留香,未婚,东莞,（实际年龄比身份证小几岁）男人需要事业家庭兼顾，为人处事要果断，沉稳，幽默，风趣，刚中有柔。在人生道路上寻找一位有涵养，有心营造幸福，温馨，快乐家庭的你。陪着我在人生的道路和事业的…
大专,176,暂未购车,已购住房,74,水瓶座,汉族,马,O,"28,39","158,170",不限,不限,未婚,江苏南京江苏扬州,侠客行,未婚,南京,不是每个擦肩而过的人都会相识，也不是每个相识的人都会让人牵挂  至少我们在今生，在茫茫人海中，在遇到彼此的那一刻没有错过  在我们交流信息的时候，我们找到了自己觉得可以相知的缘分 …
本科,178,暂未购车,已购住房,71,双鱼座,汉族,蛇,AB,"38,46","152,176",不限,不限,不限,云南,子息,丧偶,昆明,人生如梦~从初出茅庐的踌躇满志.到几经挫折的颓废消沉.才懂得叹息也美丽.才懂得花开需珍惜.昨天又成为记忆....
硕士,174,已购车（豪华型）,已购住房,75,处女座,汉族,羊,B,"45,55","160,169",不限,本科,不限,浙江杭州,wjl550903,离异,杭州,"一切随缘,我是个较优秀的男生.愿与有缘人一起慢慢变老..."
大专,178,暂未购车,已购住房,75,水瓶座,汉族,鼠,A,"50,55","160,165",汉族,不限,离异丧偶,江苏无锡,荷塘垂柳,离异,无锡,一辈子其实不长。走着走着就老了，一颗心需要温暖另一颗心，坦诚相待，这样才可以幸福。真正的感情，要懂得珍惜。...
本科,170,暂未购车,已购住房,60,摩羯座,汉族,羊,B,"27,32","不限,",不限,不限,未婚,不限,5483,未婚,江北,"一个人不孤单,想一个人才孤单，这过去的一年里,每个角落都在演绎不同的故事，开始相信生命是一场尘世的烟花,时而璀璨时而荒凉。..."
大专,182,已经购车,已购住房,73,金牛座,汉族,蛇,B,"30,45","150,190",不限,不限,不限,安徽,孤独的叛逆者,离异,蚌埠,因为个人原因，我不能要孩子，如果能带孩子或不打算要孩子的，请多留意我，丧偶带着孩子的，那最好了，我会视如己出（男孩最好）。当然无论你带的是男孩还是女孩，我都会一样疼爱喜欢。    …
本科,172,已经购车,已购住房,68,处女座,汉族,蛇,B,"25,40","155,175",不限,不限,未婚,江西湖北四川重庆福建安徽浙江江苏黑龙江上海,海之魂,未婚,景德镇, 当你在外面受到委屈时，我是你最坚强的后盾！当你疲惫时，我会是你最安全的港湾！当风雨来临时，我会用男人最坚实的臂膀为你支起一片蓝天！也许在浩澣的宇宙里，我的力量很渺小，但我一定是…
大专,174,暂未购车,已购住房,79,射手座,汉族,猪,O,"38,47","159,165",汉族,高中中专及以下,离异丧偶,四川成都,门墩,离异,成都,我是地道的成都人，有房，父母健在，性格温和，不抽烟，兴致来了和朋友喝少量的酒.不打麻将，喜欢爬山，游泳 ，打球，下棋喝茶。       因为是老幺，个性稍显散漫，责任心不强，…
本科,173,已经购车,已购住房,65,水瓶座,汉族,龙,--,"29,42","163,169",不限,不限,不限,北京河北黑龙江辽宁,喵哥,未婚,丰台,本人京城人氏也，奈何时运不济，虽好学而凭不高。本科毕业后未登学术高雅之大堂。退而就职于某门户网站，而后辞职自行创业，有积极向上之豪情。      古人云：不孝有三，无后为大…
本科,185,已经购车,已购住房,88,射手座,汉族,鸡,A,"18,35","162,187",不限,不限,不限,重庆,枫的叶子,未婚,九龙坡,"PS: 1:本人确实有185cm高，虽然身高不是距离，但是太大的距离就会产生代沟的,所以小小的要求，希望你能有165以上.2:虽然我不是流得滑那种万人迷，但绝对也不会让你觉得黑见…"
大专,178,已经购车,暂未购房,70,白羊座,汉族,虎,A,"27,41","158,178",不限,不限,未婚,不限,荣荣,未婚,上饶,这一生只想爱一个人。你也是吗？无论是在转左角还是转右角时能与你相视一眸。为了你我会无畏的等。直到你的出现。只求朝夕长相守。百年也能共一冢。感谢关注我的你.希望你也是真诚的.如果你对…
大专,180,已经购车,已购住房,83,天蝎座,汉族,猴,A,"40,55","155,170",不限,不限,离异丧偶,不限,散步的鱼！,离异,常州," 缘执子之手,与子携老,更渴望家庭温馨和亲人常伴身边。（本人重视家庭生活，性格乐观开朗，热爱生活， 在佳缘上所有资料都真实，请来信之优秀女士仔细看清楚，因我没太多时间在网上………"
硕士,175,已经购车,已购住房,72,双子座,汉族,虎,B,"18,34","160,170",不限,大专或以上,未婚离异,上海,shren88,离异,徐汇,本人工作稳定，有多套房出租。有一个8岁的女儿，平时由我父母带。希望另一半能通情达理。...
大专,176,暂未购车,暂未购房,80,处女座,汉族,兔,A,"36,43","159,169",不限,不限,未婚,安徽,元旦注册,未婚,合肥,我是07年注册的账号，很久没有打算用这个网络征婚网站来完成自己找对象的打算，可是看了很多来信却又看不了，于是今年过了年开通了钻石会员，谁知道却发了一些我自己都不知道的信息。瞬间觉得…
大专,170,暂未购车,住单位房,65,天蝎座,汉族,羊,A,"30,39","160,170",不限,不限,未婚,山东,hmily,未婚,青岛, 爱情不是永远的激情，而是淡淡生活中的细水常流，爱情需要真诚、宽容、专一来灌溉，爱情更是婚姻的通行证。我渴望一份朴实、真诚的爱情。            我希望能在201…
硕士,170,已经购车,需要时购置,--,摩羯座,汉族,蛇,--,"20,36","160,",不限,不限,不限,不限,有一种温暖,未婚,海淀,"本人志向远大,自强不息.在追求梦想的路上,坚信一分耕耘一分收        获,坚信正直和勤奋的品格是人生持续成功的关键.转眼之间,已过了三        十个春秋.在以后的日子里…"
本科,176,已经购车,已购住房,92,金牛座,汉族,猴,其它,"33,40","158,",不限,大专或以上,未婚,山东烟台,人在旅途,未婚,烟台,也许我很平凡，但是我绝不缺乏生活的热情和生命的梦想，也许我会孤单，但是我会一路找寻你的踪迹。遇见你，将是我生命中最绚烂的时刻。
本科,180,已经购车,独自租房,78,双子座,汉族,猪,B,"20,30","160,175",不限,不限,未婚,浙江温州广东福建江苏,air_min,未婚,深圳,"我的公主，你在哪呢？
转眼又老去几岁了，想找个人闪婚！..."
大专,175,已经购车,已购住房,60,水瓶座,汉族,鸡,O,"40,64","160,185",不限,不限,不限,不限,凯歌成岗,离异,咸阳,寻找到彼此关爱、心心相连的有缘人，一起携手走过快乐的人生。        你喜欢听歌曲吗？你喜欢唱歌曲吗？退休没事干，17年开始收集编辑歌曲，4年20疫年完成。新老红歌全集，主要发…
本科,188,--,--,80,处女座,汉族,狗,O,"28,35","不限,",不限,不限,不限,不限,jundi3,未婚,虹口,来到这里是个偶然，遇见你也许也是偶然，但是，过去的已然过去，未来的还没有到来，我们都不知道下一颗巧克力的味道，无数个偶然或许就是生活送给我们最美的礼物，你的偶然出现或许就是我生命中…
本科,182,已购车（中档型）,已购住房,78,双鱼座,回族,猪,AB,"不限,","164,172",不限,不限,未婚离异,北京,左手写爱,离异,昌平,注意看这里： 1.形象不要求太好，带的出去就行。 2.个子不要求太高，够得着我嘴就行。 3.身材不要求太好，有气质就行。 4.脾气不要求太好，别天天气我就行。 5.钱不需要挣的太多…
本科,172,暂未购车,与父母同住,62,巨蟹座,汉族,蛇,A,"40,","160,",不限,本科,未婚,浙江杭州,凡所有相，皆是虚妄,未婚,杭州,凡所有相，皆是虚妄---《金刚经》  女贵柔和。上善若水。最好会背大悲咒。有好的信仰。  志同道合！一起诵读经典。......
硕士,182,已经购车,已购住房,--,摩羯座,汉族,羊,A,"25,32","166,178",不限,本科,未婚,北京,伯爵,未婚,朝阳,家，不仅是身体的居所，也是心灵的归宿。一个家的形态，往往是一个人生活状态的映射。邋遢的环境，犹如巨大的负能量场容易让人心生懒惰、不思进取。而一个干净的家，则会让人身心愉悦、从容做事…
硕士,170,已经购车,已购住房,67,白羊座,汉族,牛,B,"35,40","155,170",汉族,大专或以上,不限,四川,科信智博,离异,成都,自我介绍：本人出身平凡人家，从小吃苦耐劳，练就了不怕苦不怕累的性格；父母恩爱，家庭和谐，培养了我良好的处事心态；一本院校工业自动化专业毕业，自诩眼光独具，能力还行，办事利索，考虑周…
本科,175,暂未购车,独自租房,62,天秤座,汉族,猪,AB,"30,38","158,172",不限,不限,未婚,广东深圳福建厦门福建漳州广东汕头,武耶,未婚,深圳,“若问浮生原是梦；除梦里，谁人知？” —— 我不是“高帅富”，有时候也有“屌丝”情结，充其量就是个伪文艺青年。 我喜欢听歌，却不善歌喉；喜欢唱英文歌，却被点评成“说唱”。 我比较个…
博士,178,已经购车,--,--,白羊座,汉族,兔,--,"18,35","160,175",不限,不限,未婚,北京,我们！,未婚,西城,用心灵感应--爱！用心去感受彼此的爱！上帝让我们相遇在此，是500年前的相约。
本科,165,暂未购车,已购房,60,天蝎座,汉族,牛,O,"27,39","160,170",不限,大专或以上,未婚离异,北京,春风飘雨,未婚,海淀,生活就像一条河流 我们就像河流中漂浮的树叶 偶尔才能相遇 大多数情况下是注定要分开的 只有极少数的两片落叶 才能相约到永久  喜欢学习 喜欢思考 喜欢阳光沙滩 喜欢绿色生机勃勃的自......
本科,179,已经购车,已购住房,70,摩羯座,汉族,狗,AB,"20,38","160,175",不限,大专,不限,安徽,一叶之秋,离异,合肥,一个人迈向成熟的第一步应该是敢于承担责任。对那些不成熟的人来说，他们永远都可以找到一些理由以解脱他们自身的某些缺点或不幸。      具有成熟心灵的人，不会陷于自己的困难当中，而…
本科,175,已经购车,已购住房,--,天蝎座,汉族,鼠,--,"23,35","154,168",不限,不限,未婚,不限,~瓜瓜~,未婚,长沙,找结婚对象，离异的勿扰，一年内没结婚打算的勿扰，找一个有话聊的女生，你在闹，我在笑……...
本科,171,暂未购车,暂未购房,70,摩羯座,汉族,猪,A,"37,51","150,180",不限,不限,未婚离异,不限,Peterzhamg,离异,澳大利亚,小雪之雪 peterzhamg  小雪时节寒气凝，燕岭草木尽凋零。 天公不忍春离去，故将梨花撒满庭。  圣诞 peterzhamg  千家彩灯映星辉，处处圣树坐翠薇。 购物城里人泛
硕士,185,已经购车,已购住房,83,双鱼座,汉族,牛,O,"27,33","160,",不限,大专或以上,未婚,山东济南,corazon,未婚,济南,从国外工作三年，济南本地人，目前在高新区一家国有上市公司工作，希望找到合适的另一半...
本科,178,已经购车,已购住房,75,双鱼座,蒙古族,龙,O,"26,36","155,178",不限,不限,不限,内蒙古呼和浩特,开往春天的地铁,离异,呼和浩特,我是热爱生活、热爱家庭，不抽烟不酗酒，喜欢运动、旅游、电影，工作稳定，诚实稳重，性格温和善良，擅长给你带来欢乐的人。希望能与你互相体贴、照顾，在平平淡淡的生活中休戚与共、相伴一生。…
本科,195,已购车（经济型）,已购住房,105,天秤座,汉族,鼠,A,"27,43","162,182",不限,不限,不限,湖北,大个酋长,未婚,武汉,"我...
北方汉子，07年毕业，父母铁路职工。双重性格略偏外向。直爽，心直口快，讨厌磨磨唧唧，审美观和品位良好。喜好打球，养狗，游泳，偶尔聚会喝喝小酒唱唱歌。
你......
比较…"
大专,176,已经购车,已购住房,85,射手座,汉族,蛇,A,"22,46","162,175",不限,大专或以上,不限,上海国外,charleszj,未婚,静安, 以结婚为目的，希望能在世纪佳缘找到对的人。...
硕士,170,已购车（中档型）,已购住房,60,双子座,汉族,蛇,O,"22,34","156,180",不限,大专或以上,未婚离异,广西桂林,执子之手,未婚,桂林,相识满天下，知心能几人？认知相识，会在相知，认知相知，贵在知心！男人要有大海的胸襟，蓝天的视野，大地的厚实，云水的风度。...
本科,180,暂未购车,已购住房,80,天蝎座,汉族,蛇,A,"65,70","158,170",不限,不限,不限,不限,青山,丧偶,广元,我是安徽人，大学毕业后由国家统一分派来到西南大三线，在四川广元一家大型国企从事技术和技术管理工作，直至退休。妻在地方技术监督部门工作，不幸遭遇车祸罹难。子女都事业有成，女儿移居海外…
硕士,179,暂未购车,与父母同住,73,双鱼座,蒙古族,狗,O,"22,30","160,170",不限,大专或以上,未婚,江苏浙江上海,卐萬川集海卍,未婚,南京,留人间多少爱，迎浮世千重变；和有情人，做快乐事，别问是劫是缘～...
本科,173,暂未购车,已购住房,67,金牛座,汉族,牛,B,"20,42","160,180",不限,不限,未婚,不限,水墨中国,未婚,河东,没邮票的信不看，其中绝大多数是所谓丘比特之箭，或者只有一句莫名其妙的话，所谓有枣没枣打三杆子。 也许根本没有人发信，没贴邮票的信不可信。 我喜欢到处去旅行，热爱艺术，专长是画画，摄…
硕士,180,已经购车,已购住房,70,天蝎座,汉族,羊,AB,"27,38","168,175",不限,本科,未婚离异,北京,嗜天,离异,朝阳,希望遇见有缘的你，希望彼此能珍惜相互的缘分和感情，不希望为小事成天争吵，那样对彼此都是种伤害。本人从小在部队长大，有着部队优良的传统和生活习惯，没有什么大男子主义，能相互体谅对方，…
大专,177,已经购车,已购住房,90,巨蟹座,汉族,羊,A,"37,42","161,171",不限,不限,不限,江苏无锡江苏苏州江苏常州,等待真爱★☆☆,离异,无锡,"聪明的女孩不会发信息给我，注意看我内心独白，我不是会员,别在写信给我,看不到，浪费你们时间，如果有缘，可以加一领酒令思妻吧芭罢..."
本科,180,已经购车,已购住房,72,狮子座,汉族,猴,B,"不限,","164,180",不限,不限,离异,上海,晨跑的笔记,离异,普陀,"冷冷的空气暖暖的心,迷失的眼睛清澈的心.突然间长大的副作用来到了我们的身边，可爱的童年，发疯的新年。时间的变化让人不禁成熟了很多，白天黑夜日月流转，新的一年又将新的开始，未来等待你…"
本科,172,已经购车,已购住房,65,白羊座,汉族,狗,B,"30,","161,170",不限,不限,未婚,湖北武汉广东,血色凤凰♂,未婚,广州,"我不是白马王子 不是富2代 身高不高 样子不帅 有以上需求的女士 请绕行 以免浪费彼
此的时间 再次特别提醒 喜欢帅哥的不要来 谢谢
爱美之心人皆有之 我也不例外 如果您只有心灵美…"
本科,179,暂未购车,已购住房,--,金牛座,汉族,鸡,--,"20,40","160,175",不限,不限,离异,北京,欧啦,离异,朝阳,你过来啊...
硕士,180,暂未购车,已购房,75,双鱼座,汉族,鼠,AB,"31,37","165,",不限,本科,未婚,上海,水星熊猫,未婚,浦东新区,"喜欢户外运动和健康饮食，国内前十工科大学本科，北美名校硕士，机械工程专业;父母企事业单位退休在长春市生活，退休金每月1.3万.弟弟上海交大本硕博毕业，上海国企技术中层。
寻找结婚对…"
本科,170,已经购车,已购住房,65,双子座,汉族,羊,O,"21,30","155,175",不限,不限,未婚,上海,小虫007,未婚,闵行,我希望:巧克力，你的；玫瑰，你的；钻石，你的；而你，是我的！！...
大专,182,暂未购车,已购住房,85,水瓶座,汉族,猪,O,"35,55","165,190",不限,不限,不限,北京,期待我爱的人,未婚,丰台,虚头巴脑的话就不多说了，请仔细看清我的择偶要求，差距别太大就好。。。        没想明白自己有什么，想要什么，该做什么的，您还是想明白了再找吧！        加微信不说话是啥…
大专,176,暂未购车,已购住房,74,射手座,汉族,牛,B,"50,58","155,175",不限,不限,不限,不限,期待♡未来,离异,海淀,我是一个很平凡的人，l喜欢运动、摄影、音乐、旅行。da希望你是成熟、善良、稳重的，sh会做饭的女士（因为我不会做饭）；an人生的快乐莫过于找个彼此欣赏的一起走过未来的美好时光.1如…
本科,172,暂未购车,已购住房,70,双鱼座,汉族,羊,O,"30,39","158,",不限,大专,不限,重庆,穿云,未婚,九龙坡,"来到佳缘.想找到一个可以相伴一生的人,所以真诚最重要,非诚勿扰！..."
